Поезд/;Месяц операции;Станция отп.;Станция назн.;Тип/;Кол-во;Сумма по бил.;Сумма по плац.;Сервис;Итог;Расстояние
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;0;3665.1;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;0;3665.1;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2645.1;1297.8;192;4134.9;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;1;7657.3;3618.5;355;11630.8;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;1;7657.3;3618.5;355;11630.8;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;926.2;454.4;192;1572.6;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2805.4;1376.5;192;4373.9;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2805.4;1376.5;192;4373.9;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4007.7;1966.4;192;6166.1;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;2;3665.2;1999.2;376.4;6040.8;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;1;3809.6;1800.4;355;5965;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;1;9595.6;4534.4;355;14485;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;5121;2512.6;192;7825.6;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3379.9;1658.3;192;5230.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3428.8;1682.4;192;5303.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3379.9;1658.3;192;5230.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4081.9;2002.8;192;6276.7;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1091.4;535.5;192;1818.9;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3379.9;1658.3;192;5230.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3379.9;1658.3;192;5230.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3379.9;1658.3;192;5230.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3379.9;1658.3;192;5230.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3086;1514.2;192;4792.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3428.8;1682.4;192;5303.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3379.9;1658.3;192;5230.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3086;1514.2;192;4792.2;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1715.1;841.5;192;2748.6;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4675.7;2294.2;192;7161.9;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;5121;2512.6;192;7825.6;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4675.7;2294.2;192;7161.9;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4675.7;2294.2;192;7161.9;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4898.3;2403.4;192;7493.7;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4898.3;2403.4;192;7493.7;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;5121;2512.6;192;7825.6;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1637.2;803.2;192;2632.4;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;5121;2512.6;192;7825.6;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4898.3;2403.4;192;7493.7;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;5121;2512.6;192;7825.6;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4453;2184.9;192;6829.9;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4675.7;2294.2;192;7161.9;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4675.7;2294.2;192;7161.9;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4898.3;2403.4;192;7493.7;1790
0306С/А ;3;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;5121;2512.6;192;7825.6;1790
0306С/А ;12;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1832.6;999.6;188.2;3020.4;1790
0306С/А ;12;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1832.6;999.6;188.2;3020.4;1790
Апрель;;;;;;;;;;
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;1;6851.3;3237.6;355;10443.9;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;1;6851.3;3237.6;355;10443.9;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;1;6525;3083.4;355;9963.4;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;1;6525;3083.4;355;9963.4;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;Л/1Л ;1;8014.2;3787.2;355;12156.4;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;Л/1Л ;1;8014.2;3787.2;355;12156.4;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;971.9;476.8;192;1640.7;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2119.7;1040;192;3351.7;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2119.7;1040;192;3351.7;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2649.6;1300;192;4141.6;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2775.7;1361.9;192;4329.6;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2649.6;1300;192;4141.6;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1060.3;520.2;192;1772.5;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1060.3;520.2;192;1772.5;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1325.3;650.2;192;2167.5;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1325.3;650.2;192;2167.5;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1388.4;681.2;192;2261.6;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4618.4;2266.1;192;7076.5;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3965.3;1945.6;192;6102.9;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3965.3;1945.6;192;6102.9;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3965.3;1945.6;192;6102.9;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;2;3794.4;2069.8;376.4;6240.6;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;2;4268.7;2328.5;376.4;6973.6;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;830;452.7;188.2;1470.9;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;3;2324;1267.5;564.6;4156.1;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;2;4743;2587.2;376.4;7706.6;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;830;452.7;188.2;1470.9;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;664;362.1;188.2;1214.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;830;452.7;188.2;1470.9;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;664;362.1;188.2;1214.3;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;830;452.7;188.2;1470.9;1790
0306С/А ;1;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;830;452.7;188.2;1470.9;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;830;452.7;188.2;1470.9;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;0;2932.1;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;0;2932.1;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;188.2;3120.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;1;2398.7;1133.6;355;3887.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;1897.2;1034.9;0;2932.1;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Э ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3694.7;1812.9;192;5699.6;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;Л/1Л ;1;3117.6;1473.3;355;4945.9;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;5;36674.5;17330.7;1775;55780.2;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;5;36674.5;17330.7;1775;55780.2;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;Л/1У ;1;6851.3;3237.6;355;10443.9;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;Л/1Л ;1;2822;1333.6;355;4510.6;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;Л/1Л ;1;8904.7;4208;355;13467.7;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;2;5921.1;2905.2;384;9210.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3694.7;1812.9;192;5699.6;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3900;1913.6;192;6005.6;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2649.6;1300;192;4141.6;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2805.4;1376.5;192;4373.9;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;2;5551.4;2723.8;384;8659.2;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2805.4;1376.5;192;4373.9;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;2;5551.4;2723.8;384;8659.2;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;2371.5;1293.6;188.2;3853.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;2309.2;1133.1;192;3634.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1297.9;636.8;192;2126.7;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1617.1;793.4;192;2602.5;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1297.9;636.8;192;2126.7;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1617.1;793.4;192;2602.5;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1707;837.5;192;2736.5;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;2;2776.8;1362.4;384;4523.2;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;1325.3;650.2;192;2167.5;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3694.7;1812.8;192;5699.5;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4618.4;2266.1;192;7076.5;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;3785.1;1857.2;192;5834.3;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4007.7;1966.4;192;6166.1;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;2;7930.6;3891.2;384;12205.8;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4007.7;1966.4;192;6166.1;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;К/2К ;1;4875;2392;192;7459;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;830;452.7;188.2;1470.9;1790
0306С/А ;2;АДЛЕР ;МОСКВА КАЗ ;П/3Б ;1;664;362.1;188.2;1214.3;1790
